gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
FLT4,0.00012570853173335403,AKI,-3.209906,-0.9875746,0.001327782886416672,0.004864296428551825,0.013042826445455,0.03047661836834026,0.00028714848335992363
CD1E,0.00011193184002906016,Ref,-1.6542803,-4.9844837,0.09807057411830884,0.3079752795202987,0.0007050943063634761,0.014227592759519575,0.00028536847754896634
RBP4,0.0010638234677299765,AKI,-2.0952775,-0.27445793,0.036146336608303145,0.10562679111885508,0.06506421468192494,0.07622898648395672,0.00028503335461440145
INMT,0.00010500045685156022,Ref,3.3154454,1.1498106,0.0009149720403002591,0.0044468033785644056,0.04547858276044421,0.018174288011304114,0.0002839526633063213
GIMAP7,0.0007761086325195164,AKI,2.438433,0.27354947,0.014751093383669898,0.0464026756616737,0.12238268952076357,0.11116103186191921,0.00028309838730603996
AQP1,0.0011521015262268772,Ref,2.4054294,0.20288186,0.016153469529924077,0.062154869625986445,0.20024678300722723,0.18079274977464857,0.0002820137169434412
NRGN,0.0004484796926149364,CKD,-2.5051522,-0.5057821,0.01223986614484562,0.05756705611999185,0.04801293021486975,0.06116648497118829,0.00028123346244507863
CXCL12,0.0010009779828562292,CKD,2.697554,0.19292323,0.006985092584890704,0.0349694017931446,0.1262122076440388,0.11162591496651612,0.0002812311505142164
FAM65A,0.0003071314947037317,CKD,2.414017,0.7972556,0.015777731320218924,0.0717650377180239,0.038410344171895795,0.025619062451331567,0.00028014379055939237
PTTG1,0.00028182763138610633,CKD,-2.431758,-0.8542048,0.015025747359748027,0.06883372472036406,0.02448184065411675,0.03737735555209469,0.00027978598827046926
F2R,0.00034218975834127537,AKI,-2.9742792,-0.40978414,0.0029367772355453057,0.010223345461059536,0.03987806706311529,0.0561234040959976,0.00027910269712457734
TMC8,0.0002695754448499969,Ref,-1.991942,-1.2961477,0.046377410382377894,0.15982160368986328,0.014278159703860392,0.030477257777669502,0.00027825740209637764
ADAMTS6,0.00017437465181139436,AKI,-2.7566018,-0.93180746,0.005840543779969408,0.019486346327754266,0.015341562140822548,0.030251974989703844,0.00027789076073282557
CX3CR1,0.0002911937001418115,CKD,-2.4962685,-0.7714074,0.012550759898368546,0.0588319367601494,0.027904544590226277,0.04103722161657063,0.00027638054718946405
ELN,0.0001608461911913267,AKI,-2.8830416,-0.91807246,0.003938553106493983,0.013477783424712063,0.015541452201289292,0.031150548504249503,0.00027619635733449336
LINC01871,0.00016178449602705937,CKD,-2.3611016,-1.5655677,0.018220732634051454,0.08136880707839143,0.00803384673892375,0.020674349789752376,0.00027596420785816874
PCLAF,0.0001565441907325058,Ref,-1.8093736,-2.7480683,0.07039298597377579,0.2297309384871745,0.005111933721135202,0.0198552878407679,0.00027479962921406344
PALMD,0.0002894790315947201,CKD,2.8650343,0.5719754,0.00416964028626913,0.022063503595645476,0.04986689484692908,0.034496184394954055,0.0002742459124630425
CTXN3,0.0004968440121207681,AKI,-2.4201,-0.4194025,0.01551623602130099,0.04860708533183514,0.03153265703862875,0.044741472911752594,0.00027366242340867296
LINC00948,7.907801889305837e-05,AKI,-1.877315,-4.4705787,0.06047492309801205,0.16852513111262998,0.0004997251511668582,0.010633119922123629,0.0002733929880985215
SLC13A1,0.0006397843864028392,CKD,2.8577297,0.25903067,0.0042668376719521,0.022533279936508874,0.10320403118463586,0.08795358978352281,0.00027297616182025514
SERPINA1,0.001756842977924195,CKD,4.1779137,0.042746797,2.9419554534977227e-05,0.00023288108128803075,0.2605533371363377,0.23061049680735088,0.0002728260793246611
CCM2L,8.482337357275042e-05,Ref,3.5195045,1.2108241,0.00043235379528066084,0.002208799828180017,0.04371584699453552,0.014690476770531343,0.00027277157534522144
GIMAP8,0.00021097057004388237,AKI,-3.0760376,-0.60709107,0.002097713045960997,0.007465718644478303,0.027235020738593775,0.04399266164963121,0.0002724134753652101
NSG1,0.0003263991524488128,Ref,-1.650042,-1.6356893,0.09893433271115677,0.3104229403671213,0.010400141018861274,0.02380198309255244,0.0002712395557158842
THBD,0.00022623672541050583,AKI,-2.749079,-0.70362794,0.005976299434084014,0.019898698488859334,0.027584828344410575,0.04234527687296417,0.0002708041157337308
KIAA1462,8.165249437322055e-05,AKI,-2.4089165,-2.535946,0.01599996448818399,0.04997358445943509,0.0021488181500174904,0.015163428057957992,0.00026944699977456566
IL1B,0.00014529717274976495,AKI,2.9324684,0.9516753,0.003362792436618196,0.011611649728083493,0.03637999100494728,0.02062975027144408,0.0002675782046527362
C1QA,0.0003646435198597779,Ref,-2.3389952,-0.64385384,0.01933568522491021,0.07299716959204243,0.033844526705446853,0.05306112505176992,0.0002668697519649725
GALNT15,9.261741812522288e-05,AKI,-2.8355958,-1.5848489,0.00457402728647269,0.015492872732940532,0.00729598720703613,0.022614100116065745,0.00026566077801217034
CD163,0.0002742936537552128,AKI,2.2924287,0.82190776,0.021880921176046935,0.0665765122826053,0.030683124281645095,0.018345875921973866,0.00026527530812018517
CLIC3,0.0004512766489684425,AKI,1.8462404,0.7831714,0.0648573027910073,0.1795649675899579,0.06196591874469042,0.05335280242614849,0.00026357819754931083
EMILIN1,0.00010708728736307972,Ref,2.7824147,1.495569,0.005395603115115619,0.022890696575538053,0.03208179093953816,0.00925768022023534,0.00026271115104946986
RUNX1T1,0.00015986277015267588,Ref,3.3236625,0.69512653,0.0008884364996342946,0.004324977616917023,0.05094306363476115,0.023266012132433553,0.0002627009461791479
CD247,0.00035918978692631225,Ref,-2.066626,-0.8438059,0.0387694033897462,0.13636438385306454,0.02573594218226688,0.042463517431237364,0.0002622604286192574
PSCA,0.00022180544404923957,Ref,2.1169,1.2937565,0.03426834671546296,0.12207839411205391,0.029966508020447737,0.012644042195531951,0.0002621001660408807
SH2D2A,0.00016715236615578,CKD,-2.3622487,-1.4345889,0.018164453969168996,0.08114209284437492,0.00912721049629207,0.021764522660021803,0.000261557230605115
GPX3,0.0027808429878543183,CKD,-1.8909205,-0.14452012,0.05863495699791673,0.2243325036051543,0.39517969195664576,0.3944479053106993,0.000260868477842973
EGR3,0.0002871020741424042,AKI,-2.0172822,-1.006798,0.043666075030838025,0.12531282637492325,0.008545300084953276,0.01946909281515594,0.0002607278231184794
APLNR,0.00011728969946335606,AKI,-3.1070552,-1.0239226,0.001889611261864115,0.0067717394217004494,0.011693568537304482,0.028567149649930734,0.0002605232906402768
PLN,0.000300855732192668,AKI,-2.0496936,-0.9269205,0.04039433090100644,0.116788597156793,0.014392084353605518,0.02542214234902093,0.000260073421191354
RNASE6,0.0003313515350111585,CKD,-2.6489472,-0.55918425,0.008074295004904232,0.039726610694973255,0.03199277429169044,0.046176608004983646,0.000259571367942517
IRF7,0.0008043643442579064,Ref,-1.716425,-0.57297903,0.08608429468757955,0.2744018430033725,0.09413008989952407,0.10531829366336151,0.00025883838101837175
CLEC2B,0.0008367910598208737,Ref,2.7379198,0.19473694,0.006182913061863622,0.025950433428263694,0.1434866913449674,0.11871756766633372,0.00025842168858531425
CCL3L1,0.00017547274682892477,Ref,-2.3117692,-1.3239286,0.020790399626295895,0.0778899361063022,0.010752688172043012,0.029697663653860208,0.00025752372280384353
C1QC,0.00022748940014938245,CKD,-2.6859229,-0.779459,0.007232976496047694,0.03608156172778527,0.029378208784940102,0.04356798006541037,0.00025582023297209536
EMB,0.00047142519011924823,AKI,2.1568716,0.52159643,0.031015681060624727,0.09186469122834603,0.05347059117485383,0.04223295518364596,0.0002549552191503709
GBP5,0.00019027418532907247,AKI,2.3394654,1.0914814,0.019311361552156705,0.05935925507582031,0.025036230073459596,0.012430266951214946,0.00025472283184037336
IGFBP1,0.00018484068582888983,AKI,-1.6335092,-2.4237707,0.10236196683679172,0.2702154045220086,0.001399230423267203,0.010221273727956868,0.00025460037031887567
ITGAL,0.0002870892660987155,CKD,-2.5958583,-0.6608472,0.009435498038852956,0.04563848731112073,0.030233884768967486,0.04403519700981155,0.0002543545377989788
KLRG1,0.00022931342026191417,CKD,-2.4277558,-0.95158315,0.015192568773223081,0.06946825662501553,0.022580338467389237,0.03539168353838966,0.0002527347001521242
PYHIN1,0.0001945493993806138,CKD,-2.6170633,-0.94987655,0.008868991502680074,0.043146405547566526,0.017969195664575013,0.031926491200747545,0.00025225938331945627
SPN,0.00029807713582348343,CKD,-2.625197,-0.61241233,0.008659884479928947,0.04224778301531937,0.03498764023578627,0.04886310543529045,0.0002508541539820806
EDN1,0.0004899974754601437,AKI,-2.8588116,-0.27825746,0.004252313080048235,0.01446936252232267,0.050222377692269254,0.06600771275599986,0.0002508143595019908
ABCA4,0.00016133438725196575,CKD,2.0320199,1.9990505,0.04215164961083378,0.16899109953576885,0.017446282563224946,0.006579971966983336,0.0002490259497073061
SLC22A12,0.000515662221930207,CKD,2.649756,0.34272772,0.008054993575285337,0.039658150110588083,0.06907206693287697,0.05478118673103878,0.0002477191417941314
FAM151A,0.0013152697411269515,CKD,1.9477905,0.26975927,0.051440031902476285,0.20047043666387232,0.045873740254801294,0.035235944556922597,0.0002476368693598346
CHI3L2,9.352135115517392e-05,AKI,2.5889194,1.7565494,0.009627763848441214,0.031151385786732055,0.022787466893208735,0.00887341345613838,0.0002474838080327174
BATF,0.00028041923471984617,Ref,-2.0173879,-1.0699261,0.0436550613611154,0.15150390004723222,0.015864621893178214,0.032353156138085606,0.0002458956978972467
FN1,0.000540647995732911,Ref,3.104529,0.21930416,0.0019058231598410918,0.008740192273452832,0.10206240084611316,0.07508465904938241,0.0002440663517498364
ADGRL4,0.00021663564484396413,Ref,2.9296885,0.613019,0.003393019208173105,0.014952744181842776,0.06240084611316764,0.03800521353570298,0.00024240028403030945
CLEC12A,0.0002294368078603802,AKI,2.4680045,0.7709313,0.013586865525426005,0.043016065920569786,0.035930238368897104,0.022688981242277882,0.00024168342744113378
LILRB2,0.00016221302764694468,CKD,-2.7953944,-0.9464258,0.005183642605757391,0.026840640726523278,0.01720859478988401,0.032199034418314905,0.0002412157925367214
PI16,0.00011328252244667547,Ref,2.1539958,2.2410378,0.03124049907451848,0.11229723831144357,0.022915564956812975,0.0053109849684508,0.00024108320158465038
S100B,0.00010148185385200023,CKD,-2.3428402,-2.2184455,0.019137580835416602,0.08498632828540381,0.0046111428028142235,0.0171702227067435,0.00024103774956083353
SLC9A3,0.0008945888419387417,Ref,2.489777,0.20718877,0.012782320191964796,0.050240387438973216,0.09783183500793231,0.07661948498063195,0.00024075822204618302
SH2D1A,0.00016549723177364557,AKI,2.268474,1.263483,0.02330032843982496,0.07058896826826395,0.022787466893208735,0.010595679359017559,0.0002407325204402376
CCL3L1,0.00017547274682892477,AKI,2.767054,0.79580814,0.005656536232318798,0.018906699481622206,0.035930238368897104,0.021004155902504772,0.00024065792982582657
SERPINA1,0.001756842977924195,AKI,1.7170446,0.21542242,0.08597102427271884,0.23127980556904362,0.24446554395082704,0.2438129469467221,0.00024065058304351605
RP6-74O6.2,3.9886312038208265e-05,AKI,-1.192995,-23.389534,0.2328713658160778,0.5536382293868919,0.0,0.006439776854243888,0.00023955011190894218
PDGFB,0.00044517736737053904,CKD,2.4915826,0.4381938,0.012717536125296379,0.05947169863134866,0.07791405210115991,0.06521569848933188,0.0002391001368633461
CD36,0.0002456455478951161,Ref,-2.0041106,-1.1988109,0.04505820551923726,0.15578595490489372,0.016745989776132557,0.03303530099641874,0.0002377863403717373
CYR61,0.001461762180664733,AKI,-1.8818747,-0.2090416,0.05985302572170364,0.1669342724405197,0.11378741692069362,0.12366617993934628,0.00023756606798702333
PLEKHF1,0.0003832758129679376,CKD,-2.2103353,-0.6570632,0.027081907812893557,0.11494064994856168,0.028474995246244535,0.04021959196386855,0.00023660695927168787
GNG2,0.0003790600233618784,AKI,2.035743,0.67759144,0.04177617096779429,0.12031128669815536,0.056069161960921494,0.04597701149425287,0.00023622131112703383
AC243960.1,0.00015547542665871598,AKI,2.365657,1.1976131,0.01799811155166025,0.05570051401594739,0.02448653240717605,0.011756336815305702,0.00023352027749107097
CXCL8,8.101576868845247e-05,AKI,2.7514117,1.6797451,0.005933903112560685,0.019774148579477856,0.022037879166458448,0.00718858811636527,0.0002318769608994322
ITGA7,0.00023697007096028862,AKI,-2.5168376,-0.6865906,0.01184133939956747,0.037819080401199925,0.019239418319924043,0.032872814407128685,0.0002314084543124552
SPARC,0.0014332718068055853,CKD,2.7533495,0.10611477,0.005898886454773263,0.030115206212501435,0.19428598592888383,0.17867154648808597,0.00023136344586452824
PLA2R1,0.0002780941928085428,Ref,2.039366,0.98927194,0.04141350329167159,0.1445937196383511,0.041071743345672485,0.02445976563451653,0.0002310519464821763
LYN,0.0006241261014032551,AKI,1.9684964,0.43187404,0.049010945542015016,0.13914628937289975,0.08855129678676728,0.0795237560372908,0.0002308719622360516
IFNG,0.00011631620220817298,CKD,-2.6524155,-1.4101176,0.007991810310558177,0.039393176801976335,0.009935348925651264,0.024139542127394487,0.00023037838227941051
IGHG1,0.00016842039335365777,Ref,-1.522142,-3.3067853,0.12797348875100722,0.38614974108524536,0.0015864621893178213,0.014032694228567252,0.00023014815787278392
ANK2,0.0010502552923387328,CKD,2.5506277,0.16908056,0.010752912851528854,0.05127789874315306,0.12797109716676175,0.11407880392462233,0.0002290876864526422
SMIM25,0.0002106357642464944,Ref,-2.0783126,-1.2406185,0.03768057900926231,0.1328997496808896,0.010576414595452142,0.027626866762491778,0.00022903945533089365
HSPA12B,9.962829535245434e-05,AKI,-2.9901097,-1.1386219,0.002788773780133713,0.009743832641622858,0.011093898355904252,0.027294170504324384,0.0002281564011091327
SERPINE1,0.00017987426708745654,CKD,-2.0783622,-1.5542389,0.037676013350737565,0.15325950616648282,0.006370032325537175,0.017520635415044384,0.00022772808913113437
LEPR,0.00046966094540096064,CKD,2.3636634,0.44239992,0.018095241509095132,0.08088199403738985,0.0689769918235406,0.05668898925401028,0.00022692431930155973
RETN,0.0001473696712942118,AKI,1.969573,1.7924998,0.04888732750361257,0.13880871015320406,0.015491479686172606,0.004867273203788985,0.00022653928833282782
SLC14A1,0.0003267010847146749,CKD,2.2529917,0.7062987,0.024259678904053242,0.10441022576551531,0.039979083475945996,0.028033016664071018,0.0002264236261432167
ITGB2-AS1,0.0001840318888175919,Ref,-2.0072892,-1.5178751,0.04471887586595498,0.15472174099691885,0.011986603208179094,0.028309011620824907,0.00022638863436344272
RNASE1,0.0006862198402069115,CKD,3.4131606,0.13739802,0.0006421409759607636,0.004032656284733762,0.11399505609431451,0.0940274100607382,0.00022575742428793328
GPR174,0.00020983572674482308,CKD,-2.3529804,-0.9832656,0.018623619545730948,0.08296667545584557,0.01630538125118844,0.028850646316773088,0.00022305638285303052
MAP1B,0.0003783768513493324,AKI,-2.5885034,-0.39084315,0.009639398847890914,0.031185605127866813,0.039278396881715055,0.05335280242614849,0.00022272309520928333
CYP24A1,0.00018900373330592033,Ref,-1.7588078,-1.9713169,0.07861016029882847,0.25323634069791073,0.004759386567953464,0.01914878066606573,0.00022223800593077712
CYTIP,0.0013515933451153392,AKI,1.4436235,0.3869949,0.14884489508296064,0.37697046749014723,0.06996152116336016,0.06308734883372646,0.00022161657417659944
CGA,7.863885615983862e-05,Ref,2.1880524,2.8659818,0.028665785643493594,0.10396864020740926,0.020271461307949937,0.0023631446877969155,0.00022156811881821083
TPPP3,0.00021302754191927198,Ref,2.3780582,0.8778119,0.0174040792465885,0.06638574113656626,0.04001410188612727,0.02048870806636295,0.0002202697883512215
NAPSA,0.0010463380569305514,CKD,-1.9132363,-0.31487894,0.05571781967663546,0.21469806804735464,0.13158395132154402,0.13876343248715153,0.00022014246284239738
PLAUR,0.0004658375020256659,AKI,2.2324817,0.4227648,0.02558314293908252,0.0770844991432685,0.057768227474888814,0.04597701149425287,0.00021920037660351572
TNC,0.0004429781859134747,CKD,-2.5074663,-0.39789677,0.012160019798632883,0.057237228742062427,0.06422323635672181,0.07716866531692883,0.00021897105826779701
SERPINB9,0.0004354621132925299,AKI,2.1926253,0.46780297,0.028334383487835565,0.08448385890707714,0.06341512168307431,0.05215470440675428,0.0002186274259762189
RERGL,0.0002242197868229829,AKI,-2.4775584,-0.7078448,0.013228477716360244,0.04195809815959286,0.01888961071410724,0.032311205960537645,0.00021857677342430217
PLA2R1,0.0002780941928085428,AKI,-2.243554,-0.69818467,0.02486110080881068,0.07503175520314113,0.019539253410624156,0.03167471638773447,0.00021838364966865364
TNNI1,0.00011932213244090353,Ref,2.22949,1.7833788,0.025781317336863133,0.09441393503527033,0.024854574299312534,0.0066021877360099394,0.0002181087985356218
CDKN2D,0.00058559100243228,CKD,-2.2244785,-0.39021277,0.026116267715140837,0.11137519701777729,0.0752044114850732,0.08631833047811867,0.000217813682624041
REG1A,0.0005821775674788614,CKD,-1.7805847,-0.66511184,0.07498031300363352,0.27393861997741886,0.043069024529378205,0.05205575455536521,0.00021774807536999473
CD96,0.00027586850229718943,AKI,2.1590164,0.74857646,0.03084890345274646,0.09139829560046533,0.029983509070011495,0.018345875921973866,0.00021457528902592843
IL3RA,0.00020109947734779166,Ref,2.981052,0.55770814,0.0028726004963387838,0.012826302777208212,0.0495328750220342,0.024654664165468854,0.00021218553012851372
